KakaoTalk Chats with 사형집행소 -CH1 (8)
Date Saved : January 22, 2023, 11:00 PM


September 21, 2022, 5:12 PM
October 2, 2022, 7:25 AM, 이가은 : 실패확률이 크기 때문에...
October 2, 2022, 7:25 AM, 장동건 : 계란을 키워야 닭이 되는데
October 2, 2022, 7:25 AM, 장동건 : 계란의 단백질을 변성시켜서 먹는 사람은...
October 2, 2022, 7:26 AM, 장동건 : 근데
October 2, 2022, 7:26 AM, 이가은 : 에이 그래도
October 2, 2022, 7:26 AM, 장동건 : ㅇㅇ
October 2, 2022, 7:26 AM, 이가은 : 노력은 하겠지
October 2, 2022, 7:26 AM, 장동건 : 그렇지
October 2, 2022, 7:26 AM, 장동건 : 근데 
October 2, 2022, 7:26 AM, 장동건 : 이 문제를
October 2, 2022, 7:26 AM, 장동건 : 문과가 보면
October 2, 2022, 7:26 AM, 장동건 : 이 문제는 논제가 잘못 되었음
October 2, 2022, 7:26 AM, 장동건 : 계란 = 닭이 나은 알
October 2, 2022, 7:26 AM, 이가은 : ㅇㅇ 모순적임
October 2, 2022, 7:27 AM, 장동건 : 닭 = 계란을 깨고 나온 생물체
October 2, 2022, 7:27 AM, 장동건 : 즉, 
October 2, 2022, 7:27 AM, 장동건 : 계란을 깨고 나온 생물체가 나은게 계란인데
October 2, 2022, 7:27 AM, 장동건 : 그 계란을 나을 생물체는 계란에서 나옴
October 2, 2022, 7:27 AM, 장동건 : 그러니까
October 2, 2022, 7:27 AM, 장동건 : 이 문제는 잘못됐어ㅡ
October 2, 2022, 7:28 AM, 이가은 : ㅇㅇ...
October 2, 2022, 7:28 AM, 이가은 : 문과신가요
October 2, 2022, 7:28 AM, 장동건 : 컴퓨터 공학과인데요
October 2, 2022, 7:28 AM, 장동건 : 이거 컴공으로 가면 그것도 있음
October 2, 2022, 7:28 AM, 장동건 : 계란 = 닭.lay()
October 2, 2022, 7:29 AM, 장동건 : 닭 = 계란.hatch()
October 2, 2022, 7:29 AM, 이가은 : ㅇ.....
October 2, 2022, 7:29 AM, 장동건 : 닭 = 계란.hatch().lay().~~~
October 2, 2022, 7:29 AM, 장동건 : 가서 결론적으로는
October 2, 2022, 7:29 AM, 장동건 : 오류남
October 2, 2022, 7:29 AM, 이가은 : 좀 자라
October 2, 2022, 7:29 AM, 장동건 : 🐢
October 2, 2022, 7:29 AM, 장동건 : 깔깔깔..
October 2, 2022, 7:30 AM, 방장봇 : 해가 중천이여 🔆
일어나 이것들아
October 2, 2022, 7:30 AM, 장동건 : Emoticons
October 2, 2022, 7:30 AM, 이가은 : 일어나라 이제...
October 2, 2022, 7:30 AM, 장동건 : 일어 났음
October 2, 2022, 7:30 AM, 이가은 : 아니 wake up 말고
October 2, 2022, 7:31 AM, 장동건 : stand up
October 2, 2022, 7:31 AM, 장동건 : 했어
October 2, 2022, 7:31 AM, 이가은 : get up하라고
October 2, 2022, 7:31 AM, 장동건 : get up?
October 2, 2022, 7:31 AM, 장동건 : get down~
October 2, 2022, 7:32 AM, 이가은 : ㅇㅇ...
October 2, 2022, 7:32 AM, 장동건 : zzzzzzzz
October 2, 2022, 7:33 AM, 장동건 : 맛있는게
October 2, 2022, 7:33 AM, 장동건 : 먹고 싶은데
October 2, 2022, 7:33 AM, 장동건 : 먹고싶은게 없음
October 2, 2022, 7:33 AM, 장동건 : 뭐먹지
October 2, 2022, 7:34 AM, 이가은 : 라면
October 2, 2022, 7:34 AM, 이가은 : 헐 라면 먹고싶다
October 2, 2022, 7:34 AM, 장동건 : 그건 어제..
October 2, 2022, 7:35 AM, 이가은 : 음
October 2, 2022, 7:35 AM, 이가은 : 또 먹어
October 2, 2022, 7:35 AM, 장동건 : 아침에
October 2, 2022, 7:35 AM, 장동건 : 라면는 죄악..
October 2, 2022, 7:35 AM, 장동건 : 최소한의 몸 관리랄까..
October 2, 2022, 7:36 AM, 이가은 : 오 그런것도 할줄 아는구나
October 2, 2022, 7:36 AM, 장동건 : 아침부터 Na를 1,700mg씩 먹고싶지 않아..
October 2, 2022, 7:36 AM, 장동건 : 저런것도 안하면
October 2, 2022, 7:36 AM, 장동건 : 진짜
October 2, 2022, 7:36 AM, 장동건 : 죽어..
October 2, 2022, 7:36 AM, 이가은 : 하긴...
October 2, 2022, 7:36 AM, 이가은 : 생각났음
October 2, 2022, 7:36 AM, 장동건 : ㅇㅋ
October 2, 2022, 7:37 AM, 이가은 : 내가 잔인함을 느끼는 포인트가
October 2, 2022, 7:37 AM, 이가은 : 딴 사람들이랑 다름
October 2, 2022, 7:37 AM, 장동건 : 잠만
October 2, 2022, 7:37 AM, 장동건 : 평범한 사람들은
October 2, 2022, 7:37 AM, 장동건 : 사후경직이 온 시체의 관절을 부러뜨려서
October 2, 2022, 7:37 AM, 장동건 : 종량제 봉투에 담는다 라는 얘기를
October 2, 2022, 7:38 AM, 장동건 : 무서워하지 않는다고..?
October 2, 2022, 7:38 AM, 이가은 : 아니 무섭잖아..?
October 2, 2022, 7:38 AM, 장동건 : ㅇㅇ..
October 2, 2022, 7:38 AM, 장동건 : 나도 저기서 무서움을 느끼는데..?
October 2, 2022, 7:39 AM, 이가은 : 딴 사람들은 무섭지만 난 별로 잔인하지 않다고
October 2, 2022, 7:39 AM, 장동건 : 아 내가구나
October 2, 2022, 7:39 AM, 장동건 : ㄹㅇ 네가 로 봤음
October 2, 2022, 7:39 AM, 이가은 : ㅇㅇ...
October 2, 2022, 7:39 AM, 장동건 : 뭔소리 하나 했겠네
October 2, 2022, 7:39 AM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋ
October 2, 2022, 7:39 AM, 이가은 : ㅇㅇㅇ...
October 2, 2022, 7:39 AM, 장동건 : ㅇㅇㅇㅇㅇㅇㅇㅇㅇ
October 2, 2022, 7:39 AM, 이가은 : 난 뭔가
October 2, 2022, 7:40 AM, 이가은 : '친구가 나를 죽이려한다'에서
October 2, 2022, 7:40 AM, 이가은 : 나를 죽이려한다보다
October 2, 2022, 7:40 AM, 이가은 : 친구가 부분이 더 무서움
October 2, 2022, 7:41 AM, 장동건 : 음
October 2, 2022, 7:41 AM, 장동건 : 그러면
October 2, 2022, 7:41 AM, 장동건 : 니가 아까 쓴 문장에서
October 2, 2022, 7:41 AM, 장동건 : 친구가 나를 죽인후에 관절을 꺾어서 유기하려한다
October 2, 2022, 7:41 AM, 장동건 : 에서
October 2, 2022, 7:41 AM, 장동건 : 뒷부분 앞고
October 2, 2022, 7:41 AM, 장동건 : 주어가 무섭다는거지...?
October 2, 2022, 7:42 AM, 이가은 : 뭐 그런거지
October 2, 2022, 7:42 AM, 장동건 : 음...
October 2, 2022, 7:42 AM, 장동건 : 어...
October 2, 2022, 7:42 AM, 장동건 : 그래
October 2, 2022, 7:42 AM, 장동건 : 그럴수 있어..
October 2, 2022, 7:42 AM, 이가은 : 그니까 그 물리적인 행동말고
October 2, 2022, 7:42 AM, 이가은 : 상황에 더 집중한달까...
October 2, 2022, 7:43 AM, 이가은 : 실제로는 범죄도시2도 눈감고 봤음
October 2, 2022, 7:43 AM, 장동건 : 아 나 너무 어지러움 지금
October 2, 2022, 7:44 AM, 이가은 : 왜
October 2, 2022, 7:44 AM, 장동건 : 목땜에 그런가
October 2, 2022, 7:44 AM, 장동건 : 신경 눌리는건가
October 2, 2022, 7:44 AM, 이가은 : This message was deleted.
October 2, 2022, 7:44 AM, 이가은 : This message was deleted.
October 2, 2022, 7:44 AM, 장동건 : 잘라 하지마라
October 2, 2022, 7:44 AM, 장동건 : 너 동사 cut쓰지마
October 2, 2022, 7:44 AM, 이가은 : 아니 그거말고
October 2, 2022, 7:45 AM, 장동건 : 또 뭔 violent한 소리를 저지르려고
October 2, 2022, 8:00 AM, 장동건 : Emoticons
October 2, 2022, 4:46 PM, 가은 : 안일어나고 지금까지
October 2, 2022, 4:46 PM, 가은 : 완벽하게 기절함
October 2, 2022, 4:47 PM, 장동건 : 내가 어제 그랬음
October 2, 2022, 4:47 PM, 장동건 : 6시라길래
October 2, 2022, 4:47 PM, 장동건 : 새벽 6시인줄 알았는데
October 2, 2022, 4:51 PM, 육지향 : ㅋㅌㅋㅋ
October 2, 2022, 6:00 PM, 육지향 : 배고파아
October 2, 2022, 6:01 PM, 장동건 : 680d5c891622130e354b01ce66985307ba6c1c617d2411c44dacf23e4ccce22e.jpg
October 2, 2022, 6:01 PM, 육지향 : 오늘 하루 물과 kid-O 하나로 버틴자
October 2, 2022, 6:01 PM, 육지향 : 오 맛있겠다
October 2, 2022, 6:02 PM, 장동건 : 맛있음
October 2, 2022, 6:02 PM, 장동건 : 나 저게 첫끼임
October 2, 2022, 6:02 PM, 육지향 : 오...
October 2, 2022, 6:02 PM, 장동건 : 점심에 누룽지 한 숫가락 먹은거 이후로
October 2, 2022, 6:02 PM, 장동건 : 암것도 안먹음
October 2, 2022, 6:02 PM, 육지향 : 나 지금 학원인데 집가서도 초콜릿 하나로 버텨야할듯..?
October 2, 2022, 6:03 PM, 장동건 : 돌아가신다면
October 2, 2022, 6:03 PM, 장동건 : 부의금은 넉넉히...
October 2, 2022, 6:03 PM, 육지향 : 어제 엄마랑 싸워서 단식투쟁(?)중
October 2, 2022, 6:03 PM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
October 2, 2022, 6:03 PM, 장동건 : 그럴수 있지
October 2, 2022, 6:03 PM, 육지향 : 먹으라했음에도 먹지 않았지
October 2, 2022, 6:03 PM, 장동건 : 나도 오늘 점심에 그래갖고
October 2, 2022, 6:03 PM, 장동건 : 누룽지 한숫갈..
October 2, 2022, 6:03 PM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 
October 2, 2022, 6:04 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋ
October 2, 2022, 6:04 PM, 육지향 : 나도 저거 방에 있던 권태홍이 준 간식임
October 2, 2022, 6:04 PM, 장동건 : 약간 할수 있는 최대한의 반항이랄까
October 2, 2022, 6:04 PM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㄹㅇ
October 2, 2022, 6:04 PM, 장동건 : 권태홍이 방에 있어...?
October 2, 2022, 6:04 PM, 장동건 : 사육하는건가
October 2, 2022, 6:04 PM, 육지향 : 아니
October 2, 2022, 6:04 PM, 육지향 : 걔의 식량이(?)
October 2, 2022, 6:04 PM, 이가은 : ㅋㄱㅋㄱㅋㅋㄲㅋㄱ
October 2, 2022, 6:04 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋ
October 2, 2022, 6:05 PM, 이가은 : 사육사 일 뺏겼다
October 2, 2022, 6:05 PM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋㅋ
October 2, 2022, 6:05 PM, 장동건 : ㅋㅋㅋㅇㅋㅋㅋㅋㅋ
October 2, 2022, 6:05 PM, 장동건 : 이래서
October 2, 2022, 6:05 PM, 장동건 : 한국어는 구체적으로 써야해
October 2, 2022, 6:06 PM, 육지향 : 나도 저거(=간식) 방에 있던(=간식) 권태홍이 준  (=간식) 간식임=(간식)
October 2, 2022, 6:07 PM, 육지향 : 이렇게 겠네
October 2, 2022, 6:07 PM, 장동건 : 권태홍이 간식이라는줄..
October 2, 2022, 6:07 PM, 육지향 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
October 2, 2022, 6:08 PM, 이가은 : 육식땃쥐...
October 2, 2022, 6:08 PM, 장동건 : 그러니까
October 2, 2022, 6:08 PM, 이가은 : 돈식인가
October 2, 2022, 6:08 PM, 장동건 : 방에 있던 간식이 간식을 줘서
October 2, 2022, 6:08 PM, 장동건 : 그걸로 하루를 버틴다는거지?
October 2, 2022, 6:08 PM, 이가은 : 와 창조경제
October 2, 2022, 6:08 PM, 장동건 : 땃쥐 갔당
October 2, 2022, 6:09 PM, 이가은 : 쉬는시간 끝나신건가
October 2, 2022, 6:09 PM, 장동건 : 그런가
October 2, 2022, 6:10 PM, 육지향 : ㄴㄴ
October 2, 2022, 6:10 PM, 육지향 : 학원은 끝났는데
October 2, 2022, 6:10 PM, 육지향 : 아빠 안와서 
October 2, 2022, 6:10 PM, 육지향 : 학원임
October 2, 2022, 6:10 PM, 장동건 : 아 키보드 치다가
October 2, 2022, 6:10 PM, 육지향 : 이게 무슨 개소리
October 2, 2022, 6:10 PM, 장동건 : 와사비 혀에 붙었어
October 2, 2022, 6:10 PM, 장동건 : 죽을뻔
October 2, 2022, 6:11 PM, 육지향 : ㅌㅌㅌㅋㅋㅋ
October 2, 2022, 6:11 PM, 장동건 : 방에 있던 간식 = ㅌㄷㅈ 가 준 간식 = kid-o
October 2, 2022, 6:12 PM, 육지향 : ㅋㅋㅋㅋㅋ
October 2, 2022, 6:12 PM, 장동건 : 근데 뭔 사이길래
October 2, 2022, 6:13 PM, 장동건 : 방에서...
October 2, 2022, 6:13 PM, 육지향 : 아니 그게 무슨 개가튼 소리야
October 2, 2022, 6:13 PM, 장동건 : 아니 난 아무 얘기 안했는데
October 2, 2022, 6:14 PM, 장동건 : 왜 그렇게 발끈해 ㅇㅅㅇ...
October 2, 2022, 6:14 PM, 장동건 : 설마...
October 2, 2022, 6:14 PM, 육지향 : 아니 저게 뭔소리냐고
October 2, 2022, 6:14 PM, 장동건 : ㅎㅅㅎ
October 2, 2022, 6:14 PM, 장동건 : Emoticons
October 2, 2022, 6:15 PM, 육지향 : 집 안감... 
October 2, 2022, 6:15 PM, 장동건 : 날 죽이러 우리 집을 온다는 소린가
October 2, 2022, 6:15 PM, 육지향 : Emoticons
October 2, 2022, 6:15 PM, 육지향 : 아빠가 할머니네 갔다가 간다네..?
October 2, 2022, 6:15 PM, 육지향 : 엄마 데릴러..
October 2, 2022, 6:15 PM, 장동건 : ㅏ
October 2, 2022, 6:16 PM, 육지향 : 집을 원했는데..
October 2, 2022, 6:17 PM, 장동건 : 땅굴 하나 파
October 2, 2022, 6:27 PM, 장동건 : 아니 게임하는데
October 2, 2022, 6:27 PM, 장동건 : 보이스로
October 2, 2022, 6:28 PM, 장동건 : 누가 투 따찌 쓰리따찌 이게갖고
October 2, 2022, 6:28 PM, 장동건 : 땃쥐 오버랩되서
October 2, 2022, 6:28 PM, 장동건 : 죽음
October 2, 2022, 6:28 PM, 이가은 : ㅋㄱㅋㄱㅋㄲㅋㅋㅋㄱㅋㄱ
October 2, 2022, 6:28 PM, 장동건 : 아오 진짜 또라이
October 2, 2022, 6:28 PM, 장동건 : 활들고 맞추면서
October 2, 2022, 6:29 PM, 장동건 : 투따찌 브로
October 2, 2022, 6:29 PM, 장동건 : 로우 HP~
October 2, 2022, 6:29 PM, 장동건 : 이러는데
October 2, 2022, 6:29 PM, 장동건 : 씨 ㅋㅋㅋㅋ
October 2, 2022, 6:29 PM, 이가은 : 정신공격인가ㅋㅋㅋㅋㅋㅋㅋㅋ 
October 2, 2022, 6:29 PM, 장동건 : ㄹㅇ
October 2, 2022, 6:29 PM, 장동건 : 멘탈 탈탈 털려서
October 2, 2022, 6:29 PM, 장동건 : 바로 뚝 따이고 ㅈ구음
October 2, 2022, 6:30 PM, 이가은 : ㅋㅋㄱㅋㄲㅋㅋㄱ
October 2, 2022, 6:30 PM, 이가은 : 똑같이 해주지 그랬어
October 2, 2022, 6:30 PM, 장동건 : 죽으면 아이템 다 털려..
October 2, 2022, 6:30 PM, 장동건 : 나 지금 거지야..
October 2, 2022, 6:30 PM, 양유준 : Touch 아님? ㅋㅋ
October 2, 2022, 6:31 PM, 장동건 : 중국놈이라
October 2, 2022, 6:31 PM, 이가은 : 사투리래
October 2, 2022, 6:31 PM, 장동건 : 타치~따지 정도로 발음하는듯
October 2, 2022, 6:31 PM, 장동건 : 근데 내가 듣기에는
October 2, 2022, 6:31 PM, 장동건 : 투 땃쥐 쓰리 땄쥐였음
October 2, 2022, 6:31 PM, 장동건 : 땃쥐 5마리로 공격하는듯
October 2, 2022, 6:31 PM, 이가은 : 땃쥐 증식한다
October 2, 2022, 6:32 PM, 이가은 : 뭐 인디언 노래도 아니고
October 2, 2022, 6:32 PM, 양유준 : 단세포 척추동물???
October 2, 2022, 6:32 PM, 장동건 : 원 땃쥐
October 2, 2022, 6:32 PM, 장동건 : 투 땄쥐
October 2, 2022, 6:32 PM, 장동건 : 쓰리 땃쥐 인디언~
October 2, 2022, 6:32 PM, 장동건 : 포 땃쥐
October 2, 2022, 6:32 PM, 장동건 : 파이브 땃쥐...
October 2, 2022, 6:32 PM, 장동건 : 그거 가능은 하냐...?
October 2, 2022, 6:32 PM, 이가은 : ㅋㄱㅋㅋㅋㄱㅂㅋㅋㄲㄱ
October 2, 2022, 6:32 PM, 양유준 : ㅋㅋㅋㅋㅋ
October 2, 2022, 6:34 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋ
October 2, 2022, 6:38 PM, 육지향 : Emoticons
October 2, 2022, 6:39 PM, 장동건 : 사건의 본인
October 2, 2022, 6:39 PM, 장동건 : 은 아니고
October 2, 2022, 6:39 PM, 장동건 : 본쥐가 오셨네
October 2, 2022, 7:11 PM, 육지향 : ㅋㅋㅋ
October 2, 2022, 7:15 PM, 장동건 : 1486a079a1cc9620ac014260ed7f14bc832c3fdba7ad0d14711e7f869b1513ad.png
October 2, 2022, 7:15 PM, 장동건 : 아 여기가 아니넹
October 2, 2022, 10:00 PM, 방장봇 : 발닦고 잠이나 자

October 3, 2022, 12:40 AM
October 3, 2022, 12:40 AM, 장동건 : 0d7efea696062db07ae94e424aaf4cf9ff59ef0a2eaa14347c2c1fd14d963123.jpg
October 3, 2022, 12:40 AM, 장동건 : 예쁘당
October 3, 2022, 7:06 AM, 가은 : 모닝
October 3, 2022, 7:30 AM, 방장봇 : 해가 중천이여 🔆
일어나 이것들아
October 3, 2022, 12:58 PM, 이가은 : 오늘 진짜 눅눅하다...
October 3, 2022, 1:04 PM, 장동건 : 애프터눈~
October 3, 2022, 1:04 PM, 장동건 : ㄹㅇ
October 3, 2022, 1:09 PM, 이가은 : 재생지 넘기다가 열받음
October 3, 2022, 1:22 PM, 장동건 : 윤활하다가
October 3, 2022, 1:22 PM, 장동건 : 이상해서 보니까 애가 수분을 잔뜩 머금음..
October 3, 2022, 1:23 PM, 장동건 : 아주 습해서 꼴받아..
October 3, 2022, 1:43 PM, 이가은 : 감자칩 먹으면 안 되는 날씨...
October 3, 2022, 1:45 PM, 장동건 : 에프에 돌려먹어야 하는...
October 3, 2022, 1:47 PM, 이가은 : 에어프라이어 없어...
October 3, 2022, 1:47 PM, 장동건 : 음..
October 3, 2022, 1:47 PM, 장동건 : 오븐은..?
October 3, 2022, 1:48 PM, 이가은 : 5분안에 입에 털어넣어야하나
October 3, 2022, 1:48 PM, 장동건 : 부숴서
October 3, 2022, 1:48 PM, 이가은 : 없어.....
October 3, 2022, 1:48 PM, 장동건 : 한입에..
October 3, 2022, 1:48 PM, 장동건 : 튀김기는..?
October 3, 2022, 1:48 PM, 이가은 : 있는게 더 신기하지 않을까
October 3, 2022, 1:49 PM, 이가은 : 아 드라이기는 있음
October 3, 2022, 1:51 PM, 장동건 : 음
October 3, 2022, 1:51 PM, 장동건 : 드라이기에서
October 3, 2022, 1:51 PM, 장동건 : 200'C의 열풍이..?
October 3, 2022, 1:52 PM, 이가은 : 어.....
October 3, 2022, 1:52 PM, 이가은 : 체감상
October 3, 2022, 1:52 PM, 장동건 : 음..
October 3, 2022, 1:54 PM, 이가은 : 체감상 바삭해진 감자칩은
October 3, 2022, 1:54 PM, 이가은 : 만들수있을지도
October 3, 2022, 1:56 PM, 장동건 : 뜨겁고 습한 공기 뿌려주는 기계가 될지도..?
October 3, 2022, 1:57 PM, 이가은 : 아하
October 3, 2022, 2:01 PM, 이가은 : 아 선풍기 있다
October 3, 2022, 2:03 PM, 장동건 : 음
October 3, 2022, 2:03 PM, 장동건 : 습하고 시원한 공기
October 3, 2022, 2:03 PM, 이가은 : 아
October 3, 2022, 2:04 PM, 이가은 : 온수매트 있다
October 3, 2022, 2:06 PM, 장동건 : 그냥 습..
October 3, 2022, 2:07 PM, 이가은 : 걍 안 먹을래...
October 3, 2022, 2:09 PM, 장동건 : 굳
October 3, 2022, 2:12 PM, 이가은 : Emoticons
October 3, 2022, 2:13 PM, 장동건 : Emoticons
October 3, 2022, 7:29 PM, 가은 : <Photo Unread>
October 3, 2022, 7:29 PM, 가은 : 나 어디 개인정보 팔렸냐
October 3, 2022, 7:30 PM, 장동건 : ㅋㅋㅋㅋㅋㅋㅋㅋ
October 3, 2022, 7:30 PM, 장동건 : 그건 약과여
October 3, 2022, 7:30 PM, 장동건 : 01ecdbcb07def2a5a874baa7356e757a9edcb32a77a2b29afe311d4d5ab000f2.jpg
October 3, 2022, 7:31 PM, 장동건 : ㅂㅅㅂ...
October 3, 2022, 7:43 PM, 가은 : ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ
October 3, 2022, 7:43 PM, 이가은 : ㄱㅋㄱㅋㅋㅋㄲㅋㄱㄲ
October 3, 2022, 7:43 PM, 이가은 : <Photo Unread>
October 3, 2022, 7:43 PM, 이가은 : 나 이딴거 일주일에 한번은 옴...
October 3, 2022, 7:44 PM, 장동건 : 42만명의 구독자가 자기래..
October 3, 2022, 7:44 PM, 장동건 : 문법을 모르는 놈인가
October 3, 2022, 7:51 PM, 이가은 : 그래도 이건 문법은 맞네
October 3, 2022, 7:51 PM, 장동건 : 그치...
October 3, 2022, 7:51 PM, 이가은 : 심지어 시적이야
October 3, 2022, 7:52 PM, 장동건 : 성적이야...
October 3, 2022, 7:55 PM, 이가은 : 뭐 초성은 같네...
October 3, 2022, 7:55 PM, 장동건 : 그러네..
October 3, 2022, 10:00 PM, 방장봇 : 발닦고 잠이나 자

October 4, 2022, 7:30 AM
October 4, 2022, 7:30 AM, 방장봇 : 해가 중천이여 🔆
일어나 이것들아
October 4, 2022, 8:42 AM, 가은 : 아이폰 이모티콘 가격 인상된다매
October 4, 2022, 8:42 AM, 가은 : 갤럭시는 그대로고
October 4, 2022, 8:45 AM, 강은솔 : ?
October 4, 2022, 8:45 AM, 강은솔 : Emoticons
October 4, 2022, 8:45 AM, 가은 : ㅋ
October 4, 2022, 8:45 AM, 강은솔 : Emoticons
October 4, 2022, 8:45 AM, 강은솔 : 미리 사놔야지
October 4, 2022, 8:45 AM, 강은솔 : Emoticons
October 4, 2022, 8:46 AM, 가은 : ㅋㅋㅎㅋㅎㅋㅎㅋ
October 4, 2022, 8:46 AM, 강은솔 : 아
October 4, 2022, 8:46 AM, 강은솔 : 통장에 2천원 있었지
October 4, 2022, 8:50 AM, 이가은 : ㅋ
October 4, 2022, 4:19 PM, 장동건 : ㅋ
October 4, 2022, 4:20 PM, 강은솔 : Emoticons
October 4, 2022, 4:20 PM, 장동건 : Emoticons
October 4, 2022, 4:31 PM, 가은 : Emoticons
October 4, 2022, 4:31 PM, 장동건 : Emoticons
October 4, 2022, 4:31 PM, 가은 : Emoticons
October 4, 2022, 4:32 PM, 가은 : Emoticons
October 4, 2022, 4:32 PM, 장동건 : Emoticons
October 4, 2022, 4:46 PM, 장동건 : Emoticons
October 4, 2022, 10:00 PM, 방장봇 : 발닦고 잠이나 자
October 4, 2022, 11:28 PM, 육지향 : @가은 급하시면 얼른 보시길..
